competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
Ligue 1 McDonald's,874,72,1530,OGC Nice,TBD,TBD,Angers SCO,20251206,2000
Ligue 1 McDonald's,874,73,74,Paris Saint-Germain,TBD,TBD,Stade Rennais FC,20251207,1400
Ligue 1 McDonald's,874,378,69,Stade Brestois 29,TBD,TBD,AS Monaco,20251205,1930
Ligue 1 McDonald's,874,71,64,FC Nantes,TBD,TBD,RC Lens,20251207,1400
Ligue 1 McDonald's,874,1738,111817,Havre AC,TBD,TBD,Paris FC,20251207,1600
Ligue 1 McDonald's,874,57,68,AJ Auxerre,TBD,TBD,FC Metz,20251207,1945
Ligue 1 McDonald's,874,1530,71,Angers SCO,TBD,TBD,FC Nantes,20251214,1300
Ligue 1 McDonald's,874,68,73,FC Metz,TBD,TBD,Paris Saint-Germain,20251213,1600
Ligue 1 McDonald's,874,111817,1809,Paris FC,TBD,TBD,Toulouse FC,20251213,1800
Ligue 1 McDonald's,874,74,378,Stade Rennais FC,TBD,TBD,Stade Brestois 29,20251213,2000
Ligue 1 McDonald's,874,66,1738,Olympique Lyonnais,TBD,TBD,Havre AC,20251214,1400
